epoch,acc,loss,lr,val_acc,val_loss
0,0.2640000054240227,2.104003391265869,0.001,0.16666666666666666,13.710871060689291
1,0.3540000079572201,1.7744744253158569,0.001,0.3888888888888889,1.6934121814039018
2,0.4300000104308128,1.552404590845108,0.001,0.16666666666666666,13.657276652753353
3,0.46800001099705696,1.5171709322929383,0.001,0.3611111111111111,1.9213945095737774
4,0.4820000110566616,1.423303133249283,0.001,0.5,1.5194335509505537
5,0.5200000110268593,1.288419523537159,0.001,0.5555555555555556,1.2806856913699045
6,0.5560000124573707,1.3273194558918475,0.001,0.5,1.3183550205495622
7,0.5260000126063824,1.4134708803892135,0.001,0.25,3.1736303394039473
8,0.5780000133812427,1.2536095315217972,0.001,0.4166666666666667,2.3031986277136536
9,0.5720000126957894,1.291919617652893,0.001,0.3611111111111111,9.417259278396765
10,0.6120000134408474,1.177936511039734,0.001,0.3888888888888889,1.649024833821588
11,0.5860000126063823,1.3053163185715675,0.001,0.4166666666666667,5.264071125123236
12,0.5600000123679638,1.4135974287986754,0.001,0.3611111111111111,2.612677219841215
13,0.6080000130832195,1.203081714808941,0.001,0.19444444444444445,11.297569759604004
14,0.5860000136494636,1.2216992649435996,0.001,0.5,1.9716965787940555
15,0.6300000143051148,1.1155950501561165,0.001,0.19444444444444445,6.495891232871347
16,0.6580000112950802,1.044190456867218,0.001,0.6388888888888888,1.275362743685643
17,0.6860000126063823,1.040891407877207,0.001,0.3055555555555556,10.239245446191894
18,0.6420000129938126,1.0806887540221215,0.001,0.3888888888888889,9.924218744867378
19,0.6440000146627426,0.950088902413845,0.001,0.3055555555555556,10.300781845632526
20,0.6840000136196613,1.0116963106393815,0.001,0.5277777777777778,1.2589234593841765
21,0.6460000132024288,1.1296771985292435,0.001,0.19444444444444445,10.468021320799986
22,0.6640000116825103,1.1022754326462745,0.001,0.3611111111111111,2.07767211066352
23,0.6680000132322311,1.036599730849266,0.001,0.2777777777777778,11.041309333509869
24,0.6340000128746033,1.0104244607686996,0.001,0.3611111111111111,10.380947314202785
25,0.7280000127851963,0.9051041957736016,0.001,0.6111111111111112,1.9313729173607297
26,0.7060000140964985,1.0836917212605477,0.001,0.5833333333333334,1.8416135869920254
27,0.6960000129044056,1.0771013137698173,0.001,0.5,1.6783945825364854
28,0.6600000116229058,1.1208909168839454,0.001,0.5,1.8710169589353933
29,0.7040000127255917,1.0807174119353293,0.001,0.7222222222222222,2.2720688573188252
30,0.7040000131726265,1.2212559832632541,0.001,0.5555555555555556,1.4423756963676877
31,0.6540000139176846,1.143327716588974,0.001,0.4166666666666667,8.695983100268576
32,0.7300000113248825,0.8592619955539703,0.001,0.4722222222222222,1.8596137493020959
33,0.7000000123679638,0.9337828505039215,0.001,0.5277777777777778,1.4565871357917786
34,0.7300000128149986,1.0048607087135315,0.001,0.6388888888888888,1.32549480183257
35,0.6980000141263009,0.9969809320569039,0.001,0.6388888888888888,1.6565506487256951
36,0.7200000128149986,0.8684111970663071,0.001,0.6944444444444444,1.4573838950859175
37,0.670000014603138,1.2286805495619775,0.001,0.5833333333333334,1.4694318994879723
38,0.6940000119805336,1.13933192551136,0.001,0.5555555555555556,1.535622629026572
39,0.7220000131428241,0.9048513609170914,0.001,0.6111111111111112,1.4489864938788943
40,0.7100000125169754,0.9480572089552879,0.001,0.4166666666666667,9.246254039721357
41,0.7080000118911266,1.073651075065136,0.001,0.6388888888888888,3.681240431136555
42,0.7020000122487545,1.033127312362194,0.001,0.6111111111111112,1.6271928507420752
43,0.7580000115931034,0.8527155557274818,0.001,0.5833333333333334,1.440338318960534
44,0.7180000132322312,1.0469285145401954,0.001,0.5833333333333334,1.3651932155092557
45,0.7480000123381615,0.8354501575231552,0.001,0.4722222222222222,2.038100987672806
46,0.7420000115036964,0.7773890164494515,0.001,0.7222222222222222,1.484433958099948
47,0.7560000118613243,1.0755299106240273,0.001,0.5277777777777778,2.1375335968203015
48,0.7060000130534172,0.9262416149675846,0.001,0.3611111111111111,3.7488886246250734
49,0.7180000114440918,1.0808734534680844,0.001,0.7222222222222222,2.1817313213315277
50,0.7740000109374523,0.8233032023906708,0.001,0.7222222222222222,1.4372848379943106
51,0.7520000113546849,0.9247662454843522,0.001,0.5,2.533019316693147
52,0.7540000115334987,0.8008672706782818,0.0003,0.6944444444444444,1.5091668027970526
53,0.76200001090765,0.8198940545320511,0.0003,0.6944444444444444,1.600218255072832
54,0.7540000124275684,0.9301483824849128,0.0003,0.6666666666666666,2.0598175823688507
55,0.7480000120401382,0.7531131522357464,0.0003,0.75,1.5949519500136375
56,0.7640000119805336,0.7512487691640853,0.0003,0.7222222222222222,1.54939279332757
57,0.7760000103712081,0.9628826832771301,0.0003,0.5833333333333334,1.69198609309064
58,0.7760000105202198,0.8332718276977539,0.0003,0.6111111111111112,1.581022936022944
59,0.744000011831522,0.822647536098957,0.0003,0.6111111111111112,1.6817720043990347
60,0.7680000118911267,0.7431291842460632,0.0003,0.6388888888888888,1.587006539106369
61,0.7500000123679638,0.8158573298156262,0.0003,0.5555555555555556,1.8656606036755774
62,0.7280000108480453,0.8355218325555325,0.0003,0.5277777777777778,1.9671864927642875
63,0.7600000116229058,0.8875423595309258,0.0003,0.6666666666666666,1.5571275817023382
64,0.7440000115334988,0.8184794184565544,0.0003,0.7222222222222222,1.4728146195411682
65,0.7520000110566616,0.843896968960762,0.0003,0.5277777777777778,1.9448447542058096
66,0.7740000103414059,0.8463068325817585,0.0003,0.5555555555555556,1.8194050532248285
67,0.7120000123977661,0.896436770260334,0.0003,0.6111111111111112,1.6952968430187967
