epoch,acc,loss,lr,val_acc,val_loss
0,0.2560000048577786,1.734662046432495,1e-05,0.3333333333333333,1.6343639778594177
1,0.3260000064969063,1.6664600348472596,1e-05,0.3888888888888889,1.5884541624950037
2,0.33800000727176666,1.610067410469055,1e-05,0.3333333333333333,1.5651794311900933
3,0.32800000786781314,1.6326194894313812,1e-05,0.3611111111111111,1.5517643106480439
4,0.3340000075101852,1.588888875246048,1e-05,0.3333333333333333,1.5452601425349712
5,0.33400000736117363,1.598366105556488,1e-05,0.3333333333333333,1.5354536299904187
6,0.3520000074803829,1.5538831460475921,1e-05,0.3055555555555556,1.5303920081092253
7,0.3280000074207783,1.5803238999843598,1e-05,0.4722222222222222,1.5263710266186132
8,0.35200000673532483,1.5971434378623963,1e-05,0.4444444444444444,1.522603530022833
9,0.32000000700354575,1.6104545879364014,1e-05,0.4444444444444444,1.5187811313403978
10,0.344000007212162,1.6128980791568757,1e-05,0.4444444444444444,1.5144081359936132
11,0.3640000076591969,1.5654955887794495,1e-05,0.4722222222222222,1.5105601516034868
12,0.35000000804662706,1.5722621405124664,1e-05,0.5,1.5065420638355944
13,0.3540000082552433,1.5855276882648468,1e-05,0.5,1.5041936648388703
14,0.3720000085234642,1.569326902627945,1e-05,0.3888888888888889,1.501337052633365
15,0.33400000795722007,1.5779589676856995,1e-05,0.4166666666666667,1.5008747370706663
16,0.4080000095069408,1.542605847120285,1e-05,0.4166666666666667,1.498791513343652
17,0.34400000765919686,1.574331645965576,1e-05,0.3888888888888889,1.4964899466269546
18,0.36400000914931296,1.5439664781093598,1e-05,0.4444444444444444,1.4937517071763675
19,0.33000000670552254,1.552637277841568,1e-05,0.4444444444444444,1.4943683813843462
20,0.3480000074207783,1.5659033203125,1e-05,0.4444444444444444,1.4920794491966565
21,0.3580000081658363,1.5482931697368623,1e-05,0.3888888888888889,1.4896007647944822
22,0.3620000074803829,1.5589759409427644,1e-05,0.4166666666666667,1.4871536095937092
23,0.352000008225441,1.5407329571247101,1e-05,0.4166666666666667,1.4860096048149798
24,0.3840000082552433,1.5347140216827393,1e-05,0.4166666666666667,1.486071988940239
25,0.36200000867247584,1.5571145296096802,1e-05,0.4166666666666667,1.4838719409373071
26,0.34000000774860384,1.5468617379665375,1e-05,0.4166666666666667,1.4843989552723036
27,0.3520000080764294,1.549727861881256,1e-05,0.3888888888888889,1.4834774848487642
28,0.362000008225441,1.5319586193561554,1e-05,0.3888888888888889,1.4844826521972816
29,0.3440000075101852,1.5500787746906282,1e-05,0.4722222222222222,1.4835228352910943
30,0.3460000076889992,1.5320452070236206,1e-05,0.3888888888888889,1.4824095107614994
31,0.3600000077486038,1.5342763608694077,1e-05,0.4444444444444444,1.4818093201352491
32,0.3440000066161156,1.5343426495790482,1e-05,0.4166666666666667,1.4811797220673826
33,0.36200000792741777,1.5350713992118836,1e-05,0.3888888888888889,1.4794955915874906
34,0.35000000685453414,1.5423112869262696,1e-05,0.3888888888888889,1.4778320801754792
35,0.4020000098645687,1.5345588755607604,1e-05,0.3888888888888889,1.4760805202855005
36,0.3460000079870224,1.5041088008880614,1e-05,0.4166666666666667,1.4785258045627012
37,0.38000000923871996,1.5189744102954865,1e-05,0.4166666666666667,1.4766347797380552
38,0.3660000078380108,1.5594297921657563,1e-05,0.4166666666666667,1.4768337508042653
39,0.36000000789761544,1.5413520967960357,1e-05,0.3888888888888889,1.4743441922797098
40,0.35400000885128974,1.5324847686290741,1e-05,0.4166666666666667,1.4743678880234559
41,0.3580000078678131,1.5499843990802764,1e-05,0.4444444444444444,1.4726119935512543
42,0.3740000073611736,1.5153827971220017,1e-05,0.4166666666666667,1.4735081568360329
43,0.37000000894069673,1.528022490143776,1e-05,0.4444444444444444,1.4734728162487347
44,0.3600000086426735,1.5407077264785767,1e-05,0.4444444444444444,1.47112910863426
45,0.36200000867247584,1.5411806917190551,1e-05,0.4444444444444444,1.47089754914244
46,0.34400000765919686,1.5262465393543243,1e-05,0.4166666666666667,1.470077159918017
47,0.3640000084042549,1.5317253708839416,1e-05,0.4444444444444444,1.4701495832867093
48,0.3500000074505806,1.547194129228592,1e-05,0.4444444444444444,1.468937058829599
49,0.3620000085234642,1.536950260400772,1e-05,0.4444444444444444,1.4711175457470946
50,0.4060000103712082,1.5351475548744202,1e-05,0.4444444444444444,1.4679513863391347
51,0.3420000074803829,1.541016366481781,1e-05,0.4444444444444444,1.4684951189491484
